Season,Player,Team,Position,evo_rank,evd_rank,ppl_rank,pkl_rank,oio_rank,oid_rank,sht_rank,scr_rank,zon_rank,plm_rank,pen_rank,phy_rank,fof_rank,fan_rank,Role,GP,TOI,Goals,First Assists,Age,Date of Birth,Birth Country,Nationality,Height (in),Weight (lbs),Draft Year,Draft Round,Round Pick,Overall Draft Position,Player ID,Headshot URL,Team URL
2022-2023,William Nylander,TOR,F,11.0,194.0,8.0,,20.0,236.0,22.0,20.0,28.0,21.0,211.0,444.0,,22.0,First Line,82,1520.45,40,27,26,1996-05-01,CAN,SWE,72,204,2014,1,8,8,8477939.0,https://assets.nhle.com/mugs/nhl/20222023/TOR/8477939.png,https://assets.nhle.com/logos/nhl/svg/TOR_light.svg
2022-2023,Wyatt Johnston,DAL,F,182.0,363.0,200.0,,152.0,348.0,209.0,130.0,184.0,252.0,413.0,437.0,162.0,197.0,Third Line,82,1269.5,24,10,19,2003-05-14,CAN,CAN,73,185,2021,1,23,23,8482740.0,https://assets.nhle.com/mugs/nhl/20222023/DAL/8482740.png,https://assets.nhle.com/logos/nhl/svg/DAL_light.svg
2022-2023,Yakov Trenin,NSH,F,270.0,222.0,,112.0,312.0,165.0,199.0,226.0,406.0,358.0,379.0,75.0,,289.0,Third Line,77,1166.3,12,9,25,1997-01-13,RUS,RUS,74,201,2015,2,25,55,8478508.0,https://assets.nhle.com/mugs/nhl/20222023/NSH/8478508.png,https://assets.nhle.com/logos/nhl/svg/NSH_light.svg
2022-2023,Yanni Gourde,SEA,F,163.0,48.0,263.0,12.0,178.0,47.0,305.0,224.0,208.0,123.0,171.0,207.0,74.0,153.0,Second Line,81,1387.8833333333,14,17,30,1991-12-15,CAN,CAN,69,174,-,-,-,-,8476826.0,https://assets.nhle.com/mugs/nhl/20222023/SEA/8476826.png,https://assets.nhle.com/logos/nhl/svg/SEA_light.svg
2022-2023,Yegor Chinakhov,CBJ,F,371.0,371.0,276.0,,398.0,401.0,206.0,375.0,162.0,294.0,353.0,236.0,,318.0,Fourth Line,30,397.56666666667,4,4,21,2001-02-01,RUS,RUS,73,204,2020,1,21,21,8482475.0,https://assets.nhle.com/mugs/nhl/20222023/CBJ/8482475.png,https://assets.nhle.com/logos/nhl/svg/CBJ_light.svg
2022-2023,Yegor Sharangovich,NJD,F,162.0,310.0,269.0,47.0,127.0,213.0,167.0,154.0,77.0,238.0,97.0,421.0,,204.0,Third Line,75,1081.3666666667,13,11,24,1998-06-06,BLR,BLR,74,196,2018,5,17,141,8481068.0,https://assets.nhle.com/mugs/nhl/20222023/NJD/8481068.png,https://assets.nhle.com/logos/nhl/svg/NJD_light.svg
2022-2023,Zach Aston-Reese,TOR,F,382.0,28.0,,8.0,378.0,46.0,310.0,344.0,410.0,413.0,362.0,35.0,,369.0,Fourth Line,77,841.43333333333,10,2,28,1994-08-10,USA,USA,73,205,-,-,-,-,,,https://assets.nhle.com/logos/nhl/svg/TOR_light.svg
2022-2023,Zach Hyman,EDM,F,30.0,297.0,53.0,173.0,28.0,232.0,60.0,26.0,100.0,91.0,167.0,275.0,,43.0,First Line,79,1591.9,36,27,30,1992-06-09,CAN,CAN,73,211,2010,5,3,123,8475786.0,https://assets.nhle.com/mugs/nhl/20222023/EDM/8475786.png,https://assets.nhle.com/logos/nhl/svg/EDM_light.svg
2022-2023,Zach Parise,NYI,F,180.0,261.0,147.0,119.0,166.0,363.0,178.0,144.0,302.0,218.0,223.0,276.0,,186.0,Second Line,82,1323.6166666667,21,10,38,1984-07-28,USA,USA,71,195,2003,1,17,17,8470610.0,https://assets.nhle.com/mugs/nhl/20222023/NYI/8470610.png,https://assets.nhle.com/logos/nhl/svg/NYI_light.svg
2022-2023,Zack Kassian,ARI,F,450.0,428.0,,,431.0,357.0,451.0,447.0,325.0,409.0,452.0,77.0,,455.0,Fourth Line,51,467.0,2,0,31,1991-01-24,CAN,CAN,75,211,2009,1,13,13,8475178.0,https://assets.nhle.com/mugs/nhl/20222023/ARI/8475178.png,https://assets.nhle.com/logos/nhl/svg/ARI_light.svg
2022-2023,Zack MacEwen,PHI,F,419.0,268.0,,,412.0,334.0,236.0,426.0,310.0,451.0,433.0,25.0,,431.0,Fourth Line,56,648.15,4,1,26,1996-07-08,CAN,CAN,75,205,-,-,-,-,8479772.0,https://assets.nhle.com/mugs/nhl/20222023/PHI/8479772.png,https://assets.nhle.com/logos/nhl/svg/PHI_light.svg
2022-2023,Zack MacEwen,LAK,F,419.0,268.0,,,412.0,334.0,236.0,426.0,310.0,451.0,433.0,25.0,,431.0,Fourth Line,56,648.15,4,1,26,1996-07-08,CAN,CAN,75,205,-,-,-,-,8479772.0,https://assets.nhle.com/mugs/nhl/20222023/LAK/8479772.png,https://assets.nhle.com/logos/nhl/svg/LAK_light.svg
2022-2023,Zemgus Girgensons,BUF,F,395.0,33.0,,98.0,413.0,33.0,268.0,309.0,388.0,391.0,176.0,158.0,197.0,322.0,Fourth Line,80,1038.15,10,4,28,1994-01-05,LVA,LVA,74,200,2012,1,14,14,8476878.0,https://assets.nhle.com/mugs/nhl/20222023/BUF/8476878.png,https://assets.nhle.com/logos/nhl/svg/BUF_light.svg
